person_id,role_type,contest,first_name,last_name,full_name,nickname,abbreviation,coalition,state,area,membership_type,start_date,end_date,is_substitute,is_titular,date_birth,gender,dead_or_alive,last_degree_of_studies,profession_1,profession_2,profession_3,profession_4,profession_5,profession_6,Website,URL_FB_page,URL_FB_profile,URL_IG,URL_TW,URL_others,URL_photo,source_of_truth
3745,regionalLegislator,Diputación del Distrito Local 13 TLAXCALA,Bladimir,Zainos Flores,Bladimir Zainos Flores,,PANAL,,Tlaxcala,13,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,M,Vivo,Master Degree,"abogado,diputado local,servidor público en ISSSTE",Law,Political Sciences,Public administration,,,https://www.bladimirzainos.mx,https://www.facebook.com/BladimirZainos,"https://www.facebook.com/bladimir.zacatelco,https://www.facebook.com/bladimir.zaynos",https://www.instagram.com/bladimirzainos,"https://www.twitter.com/BladimirZainos,https://www.twitter.com/ZainosBladimir","zainos.flores@congresodetlaxcala.gob.mx,https://www.youtube.com/channel/UChBDT14r9lmYkaQubXunWjg",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/13.png,https://congresodetlaxcala.gob.mx/diputados/bladimir
3746,regionalLegislator,Diputación del Distrito Local 14 TLAXCALA,Miguel Angel,Covarrubias Cervantes,Miguel Angel Covarrubias Cervantes,,PT,,Tlaxcala,14,officeholder,2021-08-30,2024-08-29,No,VERDADERO,1989-12-25,M,Vivo,Bachelor´s Degree,"mercadólogo,director general en servicio privado,presidente municipal,servidor público",Marketing and publicity,Business administration and management,Public administration,,,,https://www.facebook.com/MiguelAngelCovarrubiasCervantes,https://www.facebook.com/miguel.covarrubiascervantes,https://www.instagram.com/miguel_a_covarrubias,https://www.twitter.com/covamacc,covarrubias.cervantes@congresodetlaxcala.gob.mx,https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/14.png,https://congresodetlaxcala.gob.mx/diputados/miguel-angel
3747,regionalLegislator,Diputación del Distrito Local 15 TLAXCALA,María Guillermina,Loaiza Cortero,María Guillermina Loaiza Cortero,,Morena,,Tlaxcala,15,officeholder,2021-08-30,2024-08-29,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"administradora de empresas turísticas,secretaria particular",Tourist Administration,Secretariat and administrative assistance,,,,,https://www.facebook.com/Mar%C3%ADa-Guillermina-Loaiza-Cortero-101860542236560,https://www.facebook.com/guille.loaiza.775,,https://www.twitter.com/GuilleLoai,"loaiza.cortero@congresodetlaxcala.gob.mx,guille.loaiza.cortero@gmail.com",https://congresodetlaxcala.gob.mx/wp-content/uploads/2021/09/15.png,https://congresodetlaxcala.gob.mx/diputados/maria-guillermina
3748,regionalLegislator,Diputación del Distrito Local 1 VERACRUZ DE IGNACIO DE LA LLAVE,Luis Fernando,Cervantes  Cruz,Luis Fernando Cervantes Cruz,,Morena,,Veracruz de Ignacio de la Llave,1,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1979-09-13,M,Vivo,Bachelor´s Degree,"abogado,servidor público,presidente municipal",Law,Public administration,,,,,https://www.facebook.com/DiputadoLocalDistrito01,https://www.facebook.com/fernandocervantespuebloviejo,,,dip_lcervantes@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/LuisFernandoCervantesCruz.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=648&l=66
3749,regionalLegislator,Diputación del Distrito Local 2 VERACRUZ DE IGNACIO DE LA LLAVE,Roberto Francisco,San Román Solana,Roberto Francisco San Román Solana,,Morena,,Veracruz de Ignacio de la Llave,2,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1987-04-14,M,Vivo,Bachelor´s Degree,"arquitecto,empresario agrícola",Architecture and urbanism,Business administration and management,Administration in the field of agronomy,,,,https://www.facebook.com/RobertoSanRomanOficial,https://www.facebook.com/RobertoSRS,https://www.instagram.com/roberto_sanroman,https://www.twitter.com/RobertoSRoman,dip_rsanroman@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/RobertoFranciscoSanRomanSolana.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=650&l=66
3750,regionalLegislator,Diputación del Distrito Local 3 VERACRUZ DE IGNACIO DE LA LLAVE,Genaro,Ibáñez Martínez,Genaro Ibáñez Martínez,,Morena,,Veracruz de Ignacio de la Llave,3,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"profesor en educación primaria,administración en educación,servidor público,sociólogo,abogado","Teacher training in basic education, primary level",Administration in the field of education,Public administration,Sociology and Anthropology,Law,,https://www.facebook.com/profegenarotuxpan,"https://www.facebook.com/profile.php?id=100010254731698,https://www.facebook.com/profile.php?id=100073221383822",,,dip_gibanez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/GenaroIba%C3%B1ezMartinez.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=652&l=66
3751,regionalLegislator,Diputación del Distrito Local 4 VERACRUZ DE IGNACIO DE LA LLAVE,Elizabeth,Cervantes De la Cruz,Elizabeth Cervantes De la Cruz,,Morena,,Veracruz de Ignacio de la Llave,4,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,servidora pública,diputada local",Law,Public administration,Political Sciences,,,,https://www.facebook.com/ElizabethCervantesDeLaCruz,,,,Dip_ecervantes@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/ElizabethCervantesDeLaCruz.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=654&l=66
3752,regionalLegislator,Diputación del Distrito Local 5 VERACRUZ DE IGNACIO DE LA LLAVE,Cecilia Josefina,Guevara Guembe,Cecilia Josefina Guevara Guembe,,Morena,,Veracruz de Ignacio de la Llave,5,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,,diputada local,Political Sciences,,,,,,https://www.facebook.com/ceciliaguevaradeelias,https://www.facebook.com/cecilia.guevaradeelias.7,https://www.instagram.com/ceciliaguevarag,,dip_cguevara@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/CeciliaJosefinaGuevaraGuembe.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=656&l=66
3753,regionalLegislator,Diputación del Distrito Local 6 VERACRUZ DE IGNACIO DE LA LLAVE,Bonifacio,Castillo Cruz,Bonifacio Castillo Cruz,,Morena,,Veracruz de Ignacio de la Llave,6,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1964-11-01,M,Vivo,Bachelor´s Degree,"ingeniero químico,comerciante,secretario,diputado federal,presidente municipal",Chemical engineering,Business administration and management,Secretariat and administrative assistance,Political Sciences,Public administration,,,https://www.facebook.com/bonifacio.castillo.5891,,,dip_bcastillo@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/BonifacioCastilloCruz.png,"https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=658&l=66,http://sil.gobernacion.gob.mx/Librerias/pp_PerfilLegislador.php?Referencia=980"
3754,regionalLegislator,Diputación del Distrito Local 7 VERACRUZ DE IGNACIO DE LA LLAVE,Adriana Esther,Martínez Sánchez,Adriana Esther Martínez Sánchez,,Morena,,Veracruz de Ignacio de la Llave,7,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,,"docente de primaria,diputada local","Teacher training in basic education, primary level",Political Sciences,,,,,https://www.facebook.com/DipAdrianaEMtz,https://www.facebook.com/adrianaesther.martinezsanchez,https://www.instagram.com/DipAdrianaEMtz,https://www.twitter.com/DipAdrianaEMtz,Dip_amartinez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/AdrianaEstherMartinezSanchez.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=660&l=66
3755,regionalLegislator,Diputación del Distrito Local 8 VERACRUZ DE IGNACIO DE LA LLAVE,Othón,Hernández Candanedo,Othón Hernández Candanedo,,PAN,,Veracruz de Ignacio de la Llave,8,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1972-01-16,M,Vivo,High School,presidente municipal,Public administration,,,,,,https://www.facebook.com/OthonHernandezCandanedo,https://www.facebook.com/profile.php?id=100018108519407,,,dip_ohernandez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/OthonHernandezCandanedo.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=662&l=66
3756,regionalLegislator,Diputación del Distrito Local 9 VERACRUZ DE IGNACIO DE LA LLAVE,Paul,Martínez Marie,Paul Martínez Marie,,Morena,,Veracruz de Ignacio de la Llave,9,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"licenciado en comercio internacional de productos agropecuarios,maestro en finanzas,servidor público,presidente municipal",Business administration and management,"Agronomy, forestry and fisheries, multidisciplinary or general programs","Finance, banking and insurance",Public administration,,,https://www.facebook.com/paulmtzmarie,,https://www.instagram.com/paulmartinezmarie,https://www.twitter.com/paulmtzmarie,dip_pmartinez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/PaulMartinezMarie.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=664&l=66
3757,regionalLegislator,Diputación del Distrito Local 10 VERACRUZ DE IGNACIO DE LA LLAVE,Rosalinda,Galindo Silva,Rosalinda Galindo Silva,,Morena,,Veracruz de Ignacio de la Llave,10,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,docente en nivel medio superior,diputada local",Law,Teacher training in upper secondary education,Political Sciences,,,,https://www.facebook.com/RosalindaGalindoSilvaOficial,"https://www.facebook.com/GalindoSilvaRosalinda,https://www.facebook.com/rosalinda.galindosilva",https://www.instagram.com/rosalinda.gs,https://www.twitter.com/XalapaRosalinda,Dip_rgalindo@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/RosalindaGalindoSilva.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=666&l=66
3758,regionalLegislator,Diputación del Distrito Local 11 VERACRUZ DE IGNACIO DE LA LLAVE,Ana Miriam,Ferraez Centeno,Ana Miriam Ferraez Centeno,,Morena,,Veracruz de Ignacio de la Llave,11,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"abogada,editorialista en periódico,directora de radio,locutora de radio,diputada local",Law,Communication and journalism,Political Sciences,,,,https://www.facebook.com/AnaMiriamFerraez,https://www.facebook.com/anita.ferraez,https://www.instagram.com/anamferraezoficial,https://www.twitter.com/anamferraez,"Dip_aferraez@legisver.gob.mx,mediosanamferraez@gmail.com",https://www.legisver.gob.mx/Diputados/diputadosLXVI/AnaMiriamFerraezCenteno.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=668&l=66
3759,regionalLegislator,Diputación del Distrito Local 12 VERACRUZ DE IGNACIO DE LA LLAVE,Luis Ronaldo,Zárate Díaz,Luis Ronaldo Zárate Díaz,,Morena,,Veracruz de Ignacio de la Llave,12,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1997-07-08,M,Vivo,,servidor público,Public administration,,,,,,https://www.facebook.com/LuisRonaldoZD,https://www.facebook.com/profile.php?id=100010185991241,https://www.instagram.com/diazronaldo97,https://www.twitter.com/LuisRonaldoZD,"dip_lzarate@legisver.gob.mx,luisronaldozd@gmail.com",https://www.legisver.gob.mx/Diputados/diputadosLXVI/LuisRonaldoZarateDiaz.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=670&l=66
3760,regionalLegislator,Diputación del Distrito Local 13 VERACRUZ DE IGNACIO DE LA LLAVE,Luis Antonio,Luna Rosales,Luis Antonio Luna Rosales,Toño Luna,Morena,,Veracruz de Ignacio de la Llave,13,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado,servidor público,empresario",Law,Public administration,Business administration and management,,,https://www.tuamigoluna.com,https://www.facebook.com/AntonioLunaR.10,,https://www.instagram.com/tonoluna.r,https://www.twitter.com/AntonioLunaR,dip_lluna@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/LuisAntonioLunaRosales.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=672&l=66
3761,regionalLegislator,Diputación del Distrito Local 14 VERACRUZ DE IGNACIO DE LA LLAVE,Fernando,Arteaga Aponte,Fernando Arteaga Aponte,,Morena,,Veracruz de Ignacio de la Llave,14,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"abogado,docente de secundaria,maestro en educación,servidor público",Law,"Teacher training in basic education, secondary level","Educational sciences, multidisciplinary or general programs",Public administration,,https://www.fernandoarteaga.mx,https://www.facebook.com/ferarteagaver,https://www.facebook.com/fernando.arteagaaponte,https://www.instagram.com/ferarteagaver,"https://www.twitter.com/ferarteaga_,https://www.twitter.com/arteaga_aponte","dip_farteaga@legisver.gob.mx,https://www.linkedin.com/in/fernando-arteaga-aponte-82295b98",https://www.legisver.gob.mx/Diputados/diputadosLXVI/FernandoArteagaAponte.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=674&l=66
3762,regionalLegislator,Diputación del Distrito Local 15 VERACRUZ DE IGNACIO DE LA LLAVE,Miguel David,Hermida Copado,Miguel David Hermida Copado,,PAN,,Veracruz de Ignacio de la Llave,15,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"administrador público,regidor,contador",Public administration,Accounting and auditing,,,,,https://www.facebook.com/MiguelHermidaCopado,https://www.facebook.com/migueldavidhermida,https://www.instagram.com/miguelhermidacopado,https://www.twitter.com/MiguelHermidaC,dip_mhermida@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/MiguelDavidHermidaCopado.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=676&l=66
3763,regionalLegislator,Diputación del Distrito Local 16 VERACRUZ DE IGNACIO DE LA LLAVE,Jaime Enrique,De la Garza Martínez,Jaime Enrique De la Garza Martínez,,PAN,,Veracruz de Ignacio de la Llave,16,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"licenciado en relaciones internacionales y comercio exterior,servidor público,administrador de empresas,especialista en finanzas,administrador público",Political Sciences,Public administration,Business administration and management,"Finance, banking and insurance",,,https://www.facebook.com/JaimedelaGarzaM,https://www.facebook.com/DelaGarzaJaime,https://www.instagram.com/jdelagarzamtz,https://www.twitter.com/JaimedelaGarzaM,"dip_jdelagarza@legisver.gob.mx,soyjaimedelagarza@gmail.com",https://www.legisver.gob.mx/Diputados/diputadosLXVI/JaimeEnriqueDeLaGarzaMartinez.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=678&l=66
3764,regionalLegislator,Diputación del Distrito Local 17 VERACRUZ DE IGNACIO DE LA LLAVE,José Magdaleno,Rosales Torres,José Magdaleno Rosales Torres,,Morena,,Veracruz de Ignacio de la Llave,17,officeholder,2021-09-05,2024-09-04,No,VERDADERO,1976-12-27,M,Vivo,Elementary,"militante de morena,secretario de estudios y proyectos de nacion en MORENA,diputado local suplente",Political Sciences,Public administration,,,,,https://www.facebook.com/Leno.Rosales.Torres,,,"https://www.twitter.com/JoseMagdalenoR4,https://www.twitter.com/JosMagdalenoRo2","mrosales@legisver.gob.mx,https://www.youtube.com/channel/UCNI83BP_hFGzgwIi4RTmthg",https://www.legisver.gob.mx/Diputados/diputadosLXVI/JoseMagdalenoRosalesTorres.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=680&l=66
3765,regionalLegislator,Diputación del Distrito Local 18 VERACRUZ DE IGNACIO DE LA LLAVE,Hugo,González Saavedra,Hugo González Saavedra,,PAN,,Veracruz de Ignacio de la Llave,18,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Master Degree,"administrador de empresas,administrador y director,duputado local,politico","Business and management, multidisciplinary or general programs",Political Sciences,,,,,https://www.facebook.com/hugodiputadover,https://www.facebook.com/sonrie.coscomatepec,https://www.instagram.com/hugodistrito18,,"dip_hgonzalez@legisver.gob.mx,https://www.linkedin.com/in/hugo-gonz%C3%A1lez-saavedra-05a05a88",https://www.legisver.gob.mx/Diputados/diputadosLXVI/HugoGonzalezSaavedra.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=682&l=66
3766,regionalLegislator,Diputación del Distrito Local 19 VERACRUZ DE IGNACIO DE LA LLAVE,Lourdes,Juárez Lara,Lourdes Juárez Lara,Lulú Juárez,Morena,,Veracruz de Ignacio de la Llave,19,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,Bachelor´s Degree,"educadora de primaria,pertenece al grupo politico de la secretaria de educacion de veracruz","Teacher training in basic education, primary level",Political Sciences,,,,,https://www.facebook.com/LuluJuarezLara,,https://www.instagram.com/lulu.juarez.lara,,dip_ljuarez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/LourdesJuarezLara.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=684&l=66
3767,regionalLegislator,Diputación del Distrito Local 20 VERACRUZ DE IGNACIO DE LA LLAVE,Itzel,López López,Itzel López López,,Morena,,Veracruz de Ignacio de la Llave,20,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,F,Vivo,,fundadora de Morena,Political Sciences,,,,,,https://www.facebook.com/ItzelLopezOrizaba,,,,dip_ilopez@legisver.gob.mx,https://www.legisver.gob.mx/Diputados/diputadosLXVI/ItzelLopezLopez.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=686&l=66
3768,regionalLegislator,Diputación del Distrito Local 21 VERACRUZ DE IGNACIO DE LA LLAVE,Luis Arturo,Santiago Martínez,Luis Arturo Santiago Martínez,,Morena,,Veracruz de Ignacio de la Llave,21,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"abogado, coordinador de politica regional,servidor publico",Law,Political Sciences,Public administration,,,,https://www.facebook.com/LuisArturoSantiagoMartinezz,https://www.facebook.com/luisarturo.santiagomartinez,"https://www.instagram.com/luis_arturo_santiago_mtz,https://www.instagram.com/luisarturosantiagomartinez",https://www.twitter.com/luis_santiagoma,,https://www.legisver.gob.mx/Diputados/diputadosLXVI/LuisArturoSantiagoMartinez.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=688&l=66
3769,regionalLegislator,Diputación del Distrito Local 22 VERACRUZ DE IGNACIO DE LA LLAVE,José Luis,Tehuintle Xocua,José Luis Tehuintle Xocua,,PT,,Veracruz de Ignacio de la Llave,22,officeholder,2021-09-05,2024-09-04,No,VERDADERO,,M,Vivo,Bachelor´s Degree,"contador,militante del PT",Accounting and auditing,Political Sciences,,,,,https://www.facebook.com/Jos%C3%A9-Luis-Tehuintle-Xocua-101914532214782,https://www.facebook.com/joseluis.tehuintlexocua,https://www.instagram.com/joseluistehuintlexocua,,"dip_jtehuintle@legisver.gob.mx,joltexocua@gmail.com",https://www.legisver.gob.mx/Diputados/diputadosLXVI/JoseLuisTehuintleXocua.png,https://www.legisver.gob.mx/Inicio.php?p=dipInt&d=690&l=66
